actor_id,id_paax,actor_name,actor_type,sub_type,cs_type,abbreviation,actor_iso3c,actor_country,actor_gwno,actor_region,un_type,international,regional,domestic,women,ucdp_id,ucdp_name,ucdp_url,acled_name,acled_other,actor_desc
303,OTH_303,Presidential Council,Other,,,,YEM,Yemen,678.0,Asia,,,,1.0,,,,,,,Presidential Council is an Other actor.
304,CON_304,Yemen,Country/State,,,,YEM,Yemen,678.0,Asia,,,,,,123.0,Government of Yemen (North Yemen),https://ucdp.uu.se/actor/123,Government of Yemen (2012-),Government of Yemen (2012-) | Government of Yemen (2015-2016) Supreme Revolutionary Committee | Government of Yemen (2016-) Supreme Political Council,Yemen is a Country/state in Asia.
305,POL_305,Democratic Kampuchea,Political Party,,,,KHM,Cambodia,811.0,Asia,,,,,,,,,,,Democratic Kampuchea  is a Political Party based in Cambodia.
306,CON_306,Guatemala ,Country/State,,,,GTM,Guatemala,90.0,Americas,,,,,,11.0,Government of Guatemala,https://ucdp.uu.se/actor/11,Government of Guatemala (2020-),Government of Guatemala (2016-2020) | Government of Guatemala (2020-),Guatemala  is a Country/state in Americas.
307,ARM_307,Guatemalan National Revolutionary Unity,Armed Organization,,,URNG,GTM,Guatemala,90.0,Americas,,,,,,732.0,URNG,https://ucdp.uu.se/actor/732,,,Guatemalan National Revolutionary Unity (URNG) is an Armed Organization based in Guatemala.
308,ARM_308,Movement for Democracy in Liberia,Armed Organization,,,MODEL,LBR,Liberia,450.0,Africa,,,,,,510.0,MODEL,https://ucdp.uu.se/actor/510,MODEL: Movement for Democracy in Liberia,Former MODEL: Movement for Democracy in Liberia,Movement for Democracy in Liberia (MODEL) is an Armed Organization based in Liberia.
309,ARM_309,Liberians United for Reconciliation and Democracy,Armed Organization,,,LURD,LBR,Liberia,450.0,Africa,,,,,,509.0,LURD,https://ucdp.uu.se/actor/509,LURD: Liberians United for Reconciliation and Democracy,,Liberians United for Reconciliation and Democracy (LURD) is an Armed Organization based in Liberia.
310,POL_310,Yemeni Socialist Party,Political Party,,,YSP,YEM,Yemen,678.0,Asia,,,,,,,,,,,Yemeni Socialist Party (YSP) is a Political Party based in Yemen.
311,POL_311,General People's Congress,Political Party,,,GPC,YEM,Yemen,678.0,Asia,,,,,,,,,,,General People's Congress (GPC) is a Political Party based in Yemen.
312,IGO_312,Intergovernmental Authority on Development,Intergovernmental Organization,Regional,,IGAD,,,,Africa,,,1.0,,,,,,,,Intergovernmental Authority on Development (IGAD) is an regional intergovernmental organization based in Africa.
313,ARM_313,Republika Srpska,Armed Organization,,,,BIH,Bosnia and Herzegovina,346.0,Europe,,,,,,339.0,Serbian Republic of Bosnia-Herzegovina,https://ucdp.uu.se/actor/339,,,Republika Srpska  is an Armed Organization based in Bosnia and Herzegovina.
314,ARM_314,United Liberation Movement of Liberia for Democracy,Armed Organization,,,ULIMO,LBR,Liberia,450.0,Africa,,,,,,697.0,ULIMO,https://ucdp.uu.se/actor/697,ULIMO: United Liberation Movement of Liberia for Democracy,ULIMO-J: United Liberation Movement of Liberia for Democracy (Jonshon Faction) ULIMO-K: United Liberation Movement of Liberia for Democracy (Kromah Faction),United Liberation Movement of Liberia for Democracy (ULIMO) is an Armed Organization based in Liberia.
315,IGO_315,UN General Assembly,Intergovernmental Organization,,,UNGA,,,,,United Nations,1.0,,,,,,,,,UN General Assembly (UNGA) is an office of the United Nations.
316,CON_316,Venezuela,Country/State,,,,VEN,Venezuela,101.0,Americas,,,,,,18.0,Government of Venezuela,https://ucdp.uu.se/actor/18,Government of Venezuela (1999-),Government of Venezuela (1999-) | Government of Venezuela (2019-) Transitional Government,Venezuela is a Country/state in Americas.
317,ARM_317,Bougainville Revolutionary Army,Armed Organization,,,BRA,PNG,Papua New Guinea,910.0,Oceania,,,,,,289.0,BRA,https://ucdp.uu.se/actor/289,,,Bougainville Revolutionary Army (BRA) is an Armed Organization based in Papua New Guinea.
319,POL_319,Independent Labor Party,Political Party,,,PIT,BDI,Burundi,516.0,Africa,,,,,,,,,,,Independent Labor Party (PIT) is a Political Party based in Burundi.
320,POL_320,Union for National Progress,Political Party,,,UPRONA,BDI,Burundi,516.0,Africa,,,,,,,,,,,Union for National Progress (UPRONA) is a Political Party based in Burundi.
321,POL_321,Front for Democracy in Burundi,Political Party,,,FRODEBU,BDI,Burundi,516.0,Africa,,,,,,,,,,,Front for Democracy in Burundi (FRODEBU) is a Political Party based in Burundi.
322,POL_322,Rally for the People of Burundi,Political Party,,,RPB,BDI,Burundi,516.0,Africa,,,,,,,,,,,Rally for the People of Burundi (RPB) is a Political Party based in Burundi.
323,POL_323,National Alliance for Law and Economic Development,Political Party,,,ANADDE,BDI,Burundi,516.0,Africa,,,,,,,,,,,National Alliance for Law and Economic Development (ANADDE) is a Political Party based in Burundi.
324,POL_324,Social Democratic Party,Political Party,,,PSD,BDI,Burundi,516.0,Africa,,,,,,,,,,,Social Democratic Party (PSD) is a Political Party based in Burundi.
325,POL_325,Pan Africanist Socialist Movement-Inkinzo,Political Party,,,Inkinzo,BDI,Burundi,516.0,Africa,,,,,,,,,,,Pan Africanist Socialist Movement-Inkinzo (Inkinzo) is a Political Party based in Burundi.
326,POL_326,People's Party,Political Party,,,PP,BDI,Burundi,516.0,Africa,,,,,,,,,,,People's Party (PP) is a Political Party based in Burundi.
327,POL_327,Liberal Party,Political Party,,,PL,BDI,Burundi,516.0,Africa,,,,,,,,,,,Liberal Party (PL) is a Political Party based in Burundi.
328,POL_328,Rally for Democracy and Economic and Social Development,Political Party,,,RADDES,BDI,Burundi,516.0,Africa,,,,,,,,,,,Rally for Democracy and Economic and Social Development (RADDES) is a Political Party based in Burundi.
329,POL_329,Alliance of the Valiant,Political Party,,,AV-INTWARI,BDI,Burundi,516.0,Africa,,,,,,,,,,,Alliance of the Valiant (AV-INTWARI) is a Political Party based in Burundi.
330,POL_330,Palipehutu,Political Party,,,,BDI,Burundi,516.0,Africa,,,,,,,,,,,Palipehutu  is a Political Party based in Burundi.
331,POL_331,People's Reconciliation Party,Political Party,,,PRP,BDI,Burundi,516.0,Africa,,,,,,,,,,,People's Reconciliation Party (PRP) is a Political Party based in Burundi.
332,POL_332,Party for National Recovery,Political Party,,,PARENA,BDI,Burundi,516.0,Africa,,,,,,,,,,,Party for National Recovery (PARENA) is a Political Party based in Burundi.
333,ARM_333,National Liberation Front,Armed Organization,,,FROLINA,BDI,Burundi,516.0,Africa,,,,,,433.0,Frolina,https://ucdp.uu.se/actor/433,FROLINA: National Liberation Front,,National Liberation Front (FROLINA) is an Armed Organization based in Burundi.
334,POL_334,Burundo-African Alliance for Salvation,Political Party,,,ABASA,BDI,Burundi,516.0,Africa,,,,,,,,,,,Burundo-African Alliance for Salvation (ABASA) is a Political Party based in Burundi.
335,CON_335,Zambia,Country/State,,,,ZMB,Zambia,551.0,Africa,,,,,,3986.0,Government of Zambia,https://ucdp.uu.se/actor/3986,Government of Zambia (2021-),Government of Zambia (2011-2021) | Government of Zambia (2021-),Zambia is a Country/state in Africa.
336,ARM_336,National Council for the Defense of Democracy,Armed Organization,,,CNDD,BDI,Burundi,516.0,Africa,,,,,,431.0,CNDD,https://ucdp.uu.se/actor/431,CNDD: National Council for Democracy and Development,,National Council for the Defense of Democracy (CNDD) is an Armed Organization based in Burundi.
337,OTH_337,Mwalimu Nyerere Foundation,Civil Society,Non-governmental Organization,Other,,,,,,,1.0,,1.0,,,,,,,Mwalimu Nyerere Foundation is a non-governmental organisation/civil society representative based in nan.
338,IGO_338,La Francophonie,Intergovernmental Organization,,,OIF,,,,,,1.0,,,,,,,,,La Francophonie (OIF) is an international intergovernmental organization.
339,CON_339,Rwanda,Country/State,,,,RWA,Rwanda,517.0,Africa,,,,,,94.0,Government of Rwanda,https://ucdp.uu.se/actor/94,Government of Rwanda (1994-),,Rwanda is a Country/state in Africa.
340,OTH_340,National Reconciliation Commission,Other,,,,GTM,Guatemala,90.0,Americas,,,,1.0,,,,,,,National Reconciliation Commission is an Other actor.
341,ENT_341,Bougainville Interim Provincial Government,Entity,,,,PNG,Papua New Guinea,910.0,Oceania,,,,,,,,,,,Bougainville Interim Provincial Government is an entity (Papua New Guinea).
342,POL_342,Bougainville Peoples Congress,Entity,,,,PNG,Papua New Guinea,910.0,Oceania,,,,,,,,,,,Bougainville Peoples Congress is an entity (Papua New Guinea).
343,OTH_343,Bougainville Resistance Forces,Armed Organization,,,,PNG,Papua New Guinea,910.0,Oceania,,,,,,,,,,,Bougainville Resistance Forces  is an Armed Organization based in Papua New Guinea.
344,NGO_344,Bougainville Women,Civil Society,Non-governmental Organization,Women,,PNG,Papua New Guinea,910.0,Oceania,,,,1.0,1.0,,,,,,Bougainville Women is a civil society representative for women in Papua New Guinea.
345,ENT_345,Bougainville Transitional Government,Entity,,,,PNG,Papua New Guinea,910.0,Oceania,,,,,,,,,,,Bougainville Transitional Government is an entity (Papua New Guinea).
346,IGO_346,League of Arab States,Intergovernmental Organization,Regional,,LOAS,,,,Africa,,,1.0,,,,,,,,League of Arab States (LOAS) is an regional intergovernmental organization based in Africa.
347,IGO_347,Nonaligned Movement,Intergovernmental Organization,,,NAM,,,,,,1.0,,,,,,,,,Nonaligned Movement (NAM) is an international intergovernmental organization.
348,CON_348,Serbia,Country/State,,,,SRB,Serbia,340.0,Europe,,,,,,49.0,Government of Serbia (Yugoslavia),https://ucdp.uu.se/actor/49,Government of Serbia (2017-),,Serbia is a Country/state in Europe.
349,IGO_349,Southern African Development Community,Intergovernmental Organization,Regional,,SADC,,,,Africa,,,1.0,,,,,,,,Southern African Development Community (SADC) is an regional intergovernmental organization based in Africa.
350,CON_350,Zimbabwe,Country/State,,,,ZWE,Zimbabwe,552.0,Africa,,,,,,101.0,Government of Zimbabwe (Rhodesia),https://ucdp.uu.se/actor/101,Government of Zimbabwe (2017-),,Zimbabwe is a Country/state in Africa.
351,ARM_351,National Council for the Defense of Democracy–Forces for the Defense of Democracy,Armed Organization,,,CNDD-FDD,BDI,Burundi,516.0,Africa,,,,,,434.0,CNDD-FDD ,https://ucdp.uu.se/actor/434,CNDD-FDD: National Council for the Defence of Democracy-Forces for the Defence of Democracy,,National Council for the Defense of Democracy–Forces for the Defense of Democracy (CNDD-FDD) is an Armed Organization based in Burundi.
352,IGO_352,Community of Portuguese-Speaking Countries,Intergovernmental Organization,,,CPLP,,,,,,1.0,,,,,,,,,Community of Portuguese-Speaking Countries (CPLP) is an international intergovernmental organization.
353,CON_353,São Tomé and Príncipe,Country/State,,,,STP,Sao Tome and Principe,403.0,Africa,,,,,,,,,,,São Tomé and Príncipe is a Country/state in Africa.
354,CON_354,Cape Verde,Country/State,,,,CPV,Cabo Verde,402.0,Africa,,,,,,,,,Government of Cape Verde (2021-),,Cape Verde is a Country/state in Africa.
355,IGO_355,United Nations Protection Force (UNPROFOR),Intergovernmental Organization,,,UNPROFOR,,,,,UN Mission,1.0,,,,,,,,,United Nations Protection Force (UNPROFOR) (UNPROFOR) is a mission led by the United Nations.
356,ENT_356,Bougainville,Entity,,,,PNG,Papua New Guinea,910.0,Oceania,,,,,,,,,,,Bougainville is an entity (Papua New Guinea).
357,ARM_357,Armed Forces Revolutionary Council,Armed Organization,,,AFRC,SLE,Sierra Leone,451.0,Africa,,,,,,533.0,AFRC,https://ucdp.uu.se/actor/533,AFRC: Armed Forces Revolutionary Council,,Armed Forces Revolutionary Council (AFRC) is an Armed Organization based in Sierra Leone.
358,CON_358,Somalia,Country/State,,,,SOM,Somalia,520.0,Africa,,,,,,95.0,Government of Somalia,https://ucdp.uu.se/actor/95,Government of Somalia (2017-),Government of Somalia (2004-2012) | Government of Somalia (2012-2017) | Government of Somalia (2017-) | Government of Somalia (2017-) Galmudug Administration | Government of Somalia (2017-) Puntland State | Government of Somaliland (2010-),Somalia is a Country/state in Africa.
359,ARM_359,Islamic Courts Union,Armed Organization,,,ICU,SOM,Somalia,520.0,Africa,,,,,,505.0,ARS/UIC,https://ucdp.uu.se/actor/505,ICU: Islamic Courts Union,,Islamic Courts Union (ICU) is an Armed Organization based in Somalia.
360,OTH_360,Political and Diplomatic Commission,Other,,,,GTM,Guatemala,90.0,Americas,,,,1.0,,,,,,,Political and Diplomatic Commission is an Other actor.
361,ARM_361,Palipehutu-FNL,Armed Organization,,,FNL,BDI,Burundi,516.0,Africa,,,,,,432.0,Palipehutu-FNL,https://ucdp.uu.se/actor/432,PALIPEHUTU-FNL: National Forces for Liberation-Party for the Liberation of the Hutu People,,Palipehutu-FNL (FNL) is an Armed Organization based in Burundi.
362,POL_362,Liberia National Union,Political Party,,,,LBR,Liberia,450.0,Africa,,,,,,,,,,,Liberia National Union  is a Political Party based in Liberia.
363,POL_363,Equal Rights Party,Political Party,,,,LBR,Liberia,450.0,Africa,,,,,,,,,,,Equal Rights Party  is a Political Party based in Liberia.
364,POL_364,United People's Party,Political Party,,,,LBR,Liberia,450.0,Africa,,,,,,,,,,,United People's Party  is a Political Party based in Liberia.
365,POL_365,True Whig Party,Political Party,,,,LBR,Liberia,450.0,Africa,,,,,,,,,,,True Whig Party  is a Political Party based in Liberia.
366,POL_366,All-Liberian Coalition Party,Political Party,,,,LBR,Liberia,450.0,Africa,,,,,,,,,,,All-Liberian Coalition Party  is a Political Party based in Liberia.
367,POL_367,Reformation Alliance Party,Political Party,,,,LBR,Liberia,450.0,Africa,,,,,,,,,,,Reformation Alliance Party  is a Political Party based in Liberia.
368,POL_368,Progressive Peoples Party,Political Party,,,,LBR,Liberia,450.0,Africa,,,,,,,,,,,Progressive Peoples Party  is a Political Party based in Liberia.
369,POL_369,National Reform Party,Political Party,,,,LBR,Liberia,450.0,Africa,,,,,,,,,,,National Reform Party  is a Political Party based in Liberia.
370,POL_370,Free Democracy Party,Political Party,,,,LBR,Liberia,450.0,Africa,,,,,,,,,,,Free Democracy Party  is a Political Party based in Liberia.
371,OTH_371,Inter-religious Council for Liberia,Civil Society,Religious,,,LBR,Liberia,450.0,Africa,,,,1.0,,,,,,,Inter-religious Council for Liberia is a religious representative.
372,OTH_372,Mano River Women Peace Network,Civil Society,Non-governmental Organization,Women,,LBR,Liberia,450.0,Africa,,,,1.0,1.0,,,,,,Mano River Women Peace Network is a civil society representative for women in Liberia.
373,POL_373,New Deal Movement,Political Party,,,,LBR,Liberia,450.0,Africa,,,,,,,,,,,New Deal Movement  is a Political Party based in Liberia.
374,POL_374,National Democratic Party,Political Party,,,,LBR,Liberia,450.0,Africa,,,,,,,,,,,National Democratic Party  is a Political Party based in Liberia.
375,OTH_375,Liberia Leadership Forum,Other,,,,LBR,Liberia,450.0,Africa,,,,1.0,,,,,,,Liberia Leadership Forum is an Other actor.
376,POL_376,Liberian Action Party,Political Party,,,,LBR,Liberia,450.0,Africa,,,,,,,,,,,Liberian Action Party  is a Political Party based in Liberia.
377,NGO_377,Civil Society,Civil Society,Non-governmental Organization,Other,,LBR,Liberia,450.0,Africa,,,,1.0,,,,,,,Civil Society is a non-governmental organisation/civil society representative based in Liberia.
378,POL_378,People's Democratic Party,Political Party,,,,LBR,Liberia,450.0,Africa,,,,,,,,,,,People's Democratic Party  is a Political Party based in Liberia.
379,POL_379,National Patriotic Party,Political Party,,,,LBR,Liberia,450.0,Africa,,,,,,,,,,,National Patriotic Party  is a Political Party based in Liberia.
380,POL_380,Unity Party,Political Party,,,,LBR,Liberia,450.0,Africa,,,,,,300.0,Hizb-i Wahdat,https://ucdp.uu.se/actor/300,,,Unity Party  is a Political Party based in Liberia.
381,POL_381,Liberians People's Party,Political Party,,,,LBR,Liberia,450.0,Africa,,,,,,,,,,,Liberians People's Party  is a Political Party based in Liberia.
382,POL_382,Labor Party,Political Party,,,,LBR,Liberia,450.0,Africa,,,,,,,,,,,Labor Party  is a Political Party based in Liberia.
383,POL_383,Liberia Unification Party,Political Party,,,,LBR,Liberia,450.0,Africa,,,,,,,,,,,Liberia Unification Party  is a Political Party based in Liberia.
384,OTH_384,Liberian Bar Association,Civil Society,Non-governmental Organization,Other,,LBR,Liberia,450.0,Africa,,,,1.0,,,,,,,Liberian Bar Association is a non-governmental organisation/civil society representative based in Liberia.
385,OTH_385,Liberians in Diaspora,Civil Society,Non-governmental Organization,Other,,LBR,Liberia,450.0,Africa,,1.0,,1.0,,,,,,,Liberians in Diaspora is a non-governmental organisation/civil society representative based in Liberia.
386,IGO_386,UN Secretary General,Intergovernmental Organization,,,UNSG,,,,,United Nations,1.0,,,,,,,,,UN Secretary General (UNSG) is an office of the United Nations.
387,CON_387,Mauritania,Country/State,,,,MRT,Mauritania,435.0,Africa,,,,,,74.0,Government of Mauritania,https://ucdp.uu.se/actor/74,,,Mauritania is a Country/state in Africa.
388,NGO_388,Shi'a,Civil Society,Communities and tribes,,, ,Kurdistan,,Europe,,,,1.0,,,,,,,Shi'a is a representative of communities/tribes in Kurdistan.
389,NGO_389,Sunni,Civil Society,Communities and tribes,,, ,Kurdistan,,Europe,,,,1.0,,,,,,,Sunni is a representative of communities/tribes in Kurdistan.
390,NGO_390,Turkmen,Civil Society,Communities and tribes,,, ,Kurdistan,,Europe,,,,1.0,,,,,,,Turkmen is a representative of communities/tribes in Kurdistan.
391,IGO_391,United Nations Secretariat,Intergovernmental Organization,,,UN Secretariat,,,,,United Nations,1.0,,,,,,,,,United Nations Secretariat (UN Secretariat) is an office of the United Nations.
392,CON_392,Malawi,Country/State,,,,MWI,Malawi,553.0,Africa,,,,,,3912.0,Government of Malawi,https://ucdp.uu.se/actor/3912,Government of Malawi (2014-),,Malawi is a Country/state in Africa.
393,ARM_393,Somalia Reconciliation and Restoration Council,Armed Organization,,,SRRC,SOM,Somalia,520.0,Africa,,,,,,504.0,SRRC,https://ucdp.uu.se/actor/504,SRRC: Somalia Reconciliation and Restoration Council,,Somalia Reconciliation and Restoration Council (SRRC) is an Armed Organization based in Somalia.
394,CON_394,Romania,Country/State,,,,ROU,Romania,360.0,Europe,,,,,,56.0,Government of Romania,https://ucdp.uu.se/actor/56,Government of Romania (2021-),Government of Romania (2019-2020) | Government of Romania (2020-2021) | Government of Romania (2021-) | Government of Romania (2016-2019),Romania is a Country/state in Europe.
395,CON_395,Pakistan,Country/State,,,,PAK,Pakistan,770.0,Asia,,,,,,142.0,Government of Pakistan,https://ucdp.uu.se/actor/142,Government of Pakistan (2018-2022),Government of Pakistan (2008-2013) | Government of Pakistan (2013-2018) | Government of Pakistan (2018-2022),Pakistan is a Country/state in Asia.
396,POL_396,Democratic Party of Ivory Coast,Political Party,,,PDCI,CIV,Côte d'Ivoire (Ivory Coast),437.0,Africa,,,,,,,,,,,Democratic Party of Ivory Coast (PDCI) is a Political Party based in Côte d'Ivoire (Ivory Coast).
397,CON_397,Nicaragua,Country/State,,,,NIC,Nicaragua,93.0,Americas,,,,,,14.0,Government of Nicaragua,https://ucdp.uu.se/actor/14,Government of Nicaragua (2007-),,Nicaragua is a Country/state in Americas.
398,OTH_398,East Timor Police Force,Other,,,,TLS,Timor-Leste,860.0,Asia,,,,1.0,,,,,,,East Timor Police Force is an Other actor.
399,CON_399,East Timor,Country/State,,,,TLS,Timor-Leste,860.0,Asia,,,,,,,,,Government of East Timor (2018-),,East Timor is a Country/state in Asia.
400,ARM_400,National Congress for Timorese Reconstruction,Armed Organization,,,CRNT,TLS,Timor-Leste,860.0,Asia,,,,,,,,,,,National Congress for Timorese Reconstruction (CRNT) is an Armed Organization based in Timor-Leste.
401,POL_401,Pro-Integration Party,Political Party,,,,TLS,Timor-Leste,860.0,Asia,,,,,,,,,,,Pro-Integration Party  is a Political Party based in Timor-Leste.
402,ARM_402,Eastern Front,Armed Organization,,,,SDN,Sudan,625.0,Africa,,,,,,,,,Eastern Front,,Eastern Front  is an Armed Organization based in Sudan.
403,POL_403,Democratic Party of Albanians,Political Party,,,,ALB,Albania,339.0,Europe,,,,,,,,,,,Democratic Party of Albanians  is a Political Party based in Albania.
404,POL_404,Social Democratic Union of Macedonia,Political Party,,,,MKD,North Macedonia,343.0,Europe,,,,,,,,,,,Social Democratic Union of Macedonia  is a Political Party based in North Macedonia.
405,IGO_405,United Nations Mission in Bosnia and Herzegovina (UNMIBH),Intergovernmental Organization,,,UNMIBH,,,,,UN Mission,1.0,,,,,,,,,United Nations Mission in Bosnia and Herzegovina (UNMIBH) (UNMIBH) is a mission led by the United Nations.
406,IGO_406,North Atlantic Treaty Organization,Intergovernmental Organization,,,NATO,,,,,,1.0,,,,,,,,,North Atlantic Treaty Organization (NATO) is an international intergovernmental organization.
407,ARM_407,Mai Mai,Armed Organization,,,,COD,"Congo, Democratic Republic of the",490.0,Africa,,,,,,648.0,Mayi Mayi,https://ucdp.uu.se/actor/648,Mayi Mayi Militia (Reunion-FPLC: Popular Forces for the Defence of Congo),,"Mai Mai  is an Armed Organization based in Congo, Democratic Republic of the."
408,ARM_408,National Resistance Army,Armed Organization,,,NRA,UGA,Uganda,500.0,Africa,,,,,,481.0,NRA,https://ucdp.uu.se/actor/481,,,National Resistance Army (NRA) is an Armed Organization based in Uganda.
409,ENT_409,Guadalcanal Province,Entity,,,,SLB,Solomon Islands,940.0,Oceania,,,,,,,,,,,Guadalcanal Province is an entity (Solomon Islands).
410,IGO_410,Commonwealth of Nations,Intergovernmental Organization,,,Commonwealth,,,,,,1.0,,,,,,,,,Commonwealth of Nations (Commonwealth) is an international intergovernmental organization.
411,ENT_411,Choiseul Province,Entity,,,,SLB,Solomon Islands,940.0,Oceania,,,,,,,,,,,Choiseul Province is an entity (Solomon Islands).
412,ENT_412,Central Islands Province,Entity,,,,SLB,Solomon Islands,940.0,Oceania,,,,,,,,,,,Central Islands Province is an entity (Solomon Islands).
413,ENT_413,Malaita Province,Entity,,,,SLB,Solomon Islands,940.0,Oceania,,,,,,,,,,,Malaita Province is an entity (Solomon Islands).
414,ARM_414,Congolese Rally for Democracy-Liberation Movement,Armed Organization,,,RCD-ML,COD,"Congo, Democratic Republic of the",490.0,Africa,,,,,,425.0,RCD-ML ,https://ucdp.uu.se/actor/425,RCD-K-ML: Rally for Congolese Democracy-Kisangani-Liberation Movement,,"Congolese Rally for Democracy-Liberation Movement (RCD-ML) is an Armed Organization based in Congo, Democratic Republic of the."
415,ARM_415,Congolese Rally for Democracy-National,Armed Organization,,,RCD-N,COD,"Congo, Democratic Republic of the",490.0,Africa,,,,,,653.0,RCD-N,https://ucdp.uu.se/actor/653,,RCD: Rally for Congolese Democracy,"Congolese Rally for Democracy-National (RCD-N) is an Armed Organization based in Congo, Democratic Republic of the."
416,NGO_416,Forces Vives of the Nation ,Civil Society,Non-governmental Organization,Other,,COD,"Congo, Democratic Republic of the",490.0,Africa,,,,1.0,,,,,,,"Forces Vives of the Nation  is a non-governmental organisation/civil society representative based in Congo, Democratic Republic of the."
418,ENT_418,Kosovo,Entity,,,, ,Kosovo,347.0,Europe,,,,,,,,,,,Kosovo is an entity (Kosovo).
419,CON_419,Saudi Arabia,Country/State,,,,SAU,Saudi Arabia,670.0,Asia,,,,,,122.0,Government of Saudi Arabia,https://ucdp.uu.se/actor/122,Government of Saudi Arabia (2015-),,Saudi Arabia is a Country/state in Asia.
420,MIL_420,Armed Forces of Côte d’Ivoire,Military,,,,CIV,Côte d'Ivoire (Ivory Coast),437.0,Africa,,,,,,,,,Military Forces of the Ivory Coast (2011-),Military Forces of the Ivory Coast (1993-1999) | Military Forces of the Ivory Coast (2000-2011) | Military Forces of the Ivory Coast (2011-) Fire Fighter Corps | Military Forces of the Ivory Coast (2011-) Gendarmerie | Military Forces of the Ivory Coast (2011-) Presidential Security Unit | Military Forces of the Ivory Coast (2011-) Special Forces,Armed Forces of Côte d’Ivoire refers to the military/army of Côte d'Ivoire (Ivory Coast).
422,POL_422,Movement for the Liberation of the Central African People,Political Party,,,MLPC,CAF,Central African Republic,482.0,Africa,,,,,,,,,,,Movement for the Liberation of the Central African People (MLPC) is a Political Party based in Central African Republic.
423,NGO_423,OFCA,Civil Society,Non-governmental Organization,Women,,CAF,Central African Republic,482.0,Africa,,,,1.0,1.0,,,,,,OFCA is a civil society representative for women in Central African Republic.
424,POL_424,Movement for Democracy and Development,Political Party,,,,CAF,Central African Republic,482.0,Africa,,,,,,446.0,MDD,https://ucdp.uu.se/actor/446,,,Movement for Democracy and Development  is a Political Party based in Central African Republic.
425,NGO_425,Trade Unions,Civil Society,Unions,,,CAF,Central African Republic,482.0,Africa,,,,1.0,,,,,,,Trade Unions is a representative of unions in Central African Republic.
426,POL_426,Alliance for Democracy and Progress,Political Party,,,,CAF,Central African Republic,482.0,Africa,,,,,,,,,,,Alliance for Democracy and Progress  is a Political Party based in Central African Republic.
427,POL_427,Civic Forum,Political Party,,,,CAF,Central African Republic,482.0,Africa,,,,,,,,,,,Civic Forum  is a Political Party based in Central African Republic.
428,NGO_428,FNEC,Civil Society,Non-governmental Organization,Other,,CAF,Central African Republic,482.0,Africa,,,,1.0,,,,,,,FNEC is a non-governmental organisation/civil society representative based in Central African Republic.
429,NGO_429,KOLI-OUALI GALA,Civil Society,Non-governmental Organization,Other,,CAF,Central African Republic,482.0,Africa,,,,1.0,,,,,,,KOLI-OUALI GALA is a non-governmental organisation/civil society representative based in Central African Republic.
431,POL_431,Political Parties,Political Party,,,,CAF,Central African Republic,482.0,Africa,,,,,,,,,,,Political Parties  is a Political Party based in Central African Republic.
432,POL_432,Patritotic Front for Progress,Political Party,,,,CAF,Central African Republic,482.0,Africa,,,,,,,,,,,Patritotic Front for Progress  is a Political Party based in Central African Republic.
433,NGO_433,Central African Islamic community,Civil Society,Religious,,,,,,,,,,,,,,,,,Central African Islamic community is a religious representative.
434,NGO_434,Evangelical Baptist Church in the Central African Republic,Civil Society,Religious,,,CAF,Central African Republic,482.0,Africa,,,,1.0,,,,,,,Evangelical Baptist Church in the Central African Republic is a religious representative.
435,ARM_435,Rwandan Patriotic Front,Armed Organization,,,FPR,RWA,Rwanda,517.0,Africa,,,,,,527.0,FPR,https://ucdp.uu.se/actor/527,,,Rwandan Patriotic Front (FPR) is an Armed Organization based in Rwanda.
436,IGO_436,European Commission,Intergovernmental Organization,,,EU Commission,,,,Europe,,,1.0,,,,,,,,European Commission (EU Commission) is an regional intergovernmental organization based in Europe.
437,IGO_437,World Bank,Intergovernmental Organization,,,WB,,,,,,1.0,,,,,,,,,World Bank (WB) is an international intergovernmental organization.
438,IGO_438,International Monetary Fund,Intergovernmental Organization,,,IMF,,,,,,1.0,,,,,,,,,International Monetary Fund (IMF) is an international intergovernmental organization.
439,IGO_439,African Development Bank,Intergovernmental Organization,,,AFDB,,,,Africa,,,1.0,,,,,,,,African Development Bank (AFDB) is an regional intergovernmental organization based in Africa.
440,IGO_440,United Nations Human Rights Council,Intergovernmental Organization,,,UNHRC,,,,,United Nations,1.0,,,,,,,,,United Nations Human Rights Council (UNHRC) is an office of the United Nations.
441,CON_441,Belgium,Country/State,,,,BEL,Belgium,211.0,Europe,,,,,,31.0,Government of Belgium,https://ucdp.uu.se/actor/31,Government of Belgium (2019-2020),,Belgium is a Country/state in Europe.
442,POL_442,Harkat-e-Inquilab-e-Islami,Political Party,,,,AFG,Afghanistan,700.0,Asia,,,,,,,,,Harakat-e Islami,,Harkat-e-Inquilab-e-Islami  is a Political Party based in Afghanistan.
443,POL_443,Hezbe Wahdat,Political Party,,,,AFG,Afghanistan,700.0,Asia,,,,,,,,,Hizb-e Wahdat-e Islami,,Hezbe Wahdat  is a Political Party based in Afghanistan.
444,POL_444,Etelaf-e Milli,Political Party,,,,AFG,Afghanistan,700.0,Asia,,,,,,,,,,,Etelaf-e Milli  is a Political Party based in Afghanistan.
