actor_id,id_paax,actor_name,actor_type,sub_type,cs_type,abbreviation,actor_iso3c,actor_country,actor_gwno,actor_region,un_type,international,regional,domestic,women,ucdp_id,ucdp_name,ucdp_url,acled_name,acled_other,actor_desc
0,CON_0,Bosnia and Herzegovina,Country/State,,,,BIH,Bosnia and Herzegovina,346.0,Europe,,,,,,50.0,Government of Bosnia-Herzegovina,https://ucdp.uu.se/actor/50,Government of Bosnia and Herzegovina (2018-),,Bosnia and Herzegovina is a Country/state in Europe.
1,CON_1,Croatia,Country/State,,,,HRV,Croatia,344.0,Europe,,,,,,48.0,Government of Croatia,https://ucdp.uu.se/actor/48,Government of Croatia (2016-),,Croatia is a Country/state in Europe.
2,CON_2,Germany,Country/State,,,,DEU,Germany,255.0,Europe,,,,,,37.0,Government of Germany,https://ucdp.uu.se/actor/37,Government of Germany (2021-),Government of Germany (2005-2021) | Government of Germany (2021-),Germany is a Country/state in Europe.
3,CON_3,United States,Country/State,,,,USA,United States,2.0,Americas,P5,,,,,3.0,Government of United States of America,https://ucdp.uu.se/actor/3,Government of the United States (2021-),Government of the United States (2017-2021) | Government of the United States (2021-),United States is a Country/state in Americas. They are a permanent member of the UN Security Council.
4,CON_4,Spain,Country/State,,,,ESP,Spain,230.0,Europe,,,,,,35.0,Government of Spain,https://ucdp.uu.se/actor/35,Government of Spain (2020-),,Spain is a Country/state in Europe.
5,IGO_5,European Union,Intergovernmental Organization,Regional,,EU,,,,Europe,,,1.0,,,,,,,,European Union (EU) is an regional intergovernmental organization based in Europe.
6,CON_6,Central African Republic,Country/State,,,,CAF,Central African Republic,482.0,Africa,,,,,,86.0,Government of Central African Republic,https://ucdp.uu.se/actor/86,Government of the Central African Republic (2016-),Government of the Central African Republic (2003-2013) | Government of the Central African Republic (2014-2016) | Government of the Central African Republic (2016-) | Government of the Central African Republic (1993-2003),Central African Republic is a Country/state in Africa.
7,CON_7,France,Country/State,,,,FRA,France,220.0,Europe,P5,,,,,33.0,Government of France,https://ucdp.uu.se/actor/33,Government of France (2017-),Government of France (2017-) | Government of France (2017-) French Guiana | Government of France (2017-) Guadeloupe | Government of France (2017-) Martinique | Government of France (2017-) Saint-Barthelemy | Government of France (2017-) Saint-Martin,France is a Country/state in Europe. They are a permanent member of the UN Security Council.
8,IGO_8,UN Security Council,Intergovernmental Organization,,,UNSC,,,,,United Nations,1.0,,,,,,,,,UN Security Council (UNSC) is an office of the United Nations.
9,CON_9,Argentina,Country/State,,,,ARG,Argentina,160.0,Americas,,,,,,26.0,Government of Argentina,https://ucdp.uu.se/actor/26,Government of Argentina (2019-),Government of Argentina (2015-2019) | Government of Argentina (2019-),Argentina is a Country/state in Americas.
10,CON_10,Netherlands,Country/State,,,,NLD,Netherlands,210.0,Europe,,,,,,30.0,Government of Netherlands,https://ucdp.uu.se/actor/30,Government of the Netherlands (2010-),,Netherlands is a Country/state in Europe.
11,CON_11,Canada,Country/State,,,,CAN,Canada,20.0,Americas,,,,,,4.0,Government of Canada,https://ucdp.uu.se/actor/4,Government of Canada (2015-),,Canada is a Country/state in Americas.
12,CON_12,Malaysia,Country/State,,,,MYS,Malaysia,820.0,Asia,,,,,,152.0,Government of Malaysia,https://ucdp.uu.se/actor/152,Government of Malaysia (2021-),Government of Malaysia (2020-2021) | Government of Malaysia (2021-),Malaysia is a Country/state in Asia.
13,CON_13,Namibia,Country/State,,,,NAM,Namibia,565.0,Africa,,,,,,103.0,Government of Namibia,https://ucdp.uu.se/actor/103,,,Namibia is a Country/state in Africa.
14,CON_14,Slovenia,Country/State,,,,SVN,Slovenia,317.0,Europe,,,,,,51.0,Government of Slovenia,https://ucdp.uu.se/actor/51,Government of Slovenia (2018-),,Slovenia is a Country/state in Europe.
15,CON_15,Brazil,Country/State,,,,BRA,Brazil,140.0,Americas,,,,,,22.0,Government of Brazil,https://ucdp.uu.se/actor/22,Government of Brazil (2019-),Government of Brazil (2016-2018) | Government of Brazil (2019-),Brazil is a Country/state in Americas.
16,CON_16,Gambia,Country/State,,,,GMB,Gambia,420.0,Africa,,,,,,71.0,Government of Gambia,https://ucdp.uu.se/actor/71,Government of Gambia (2017-),Government of Gambia (1996-2017) | Government of Gambia (2017-),Gambia is a Country/state in Africa.
17,CON_17,Gabon,Country/State,,,,GAB,Gabon,481.0,Africa,,,,,,85.0,Government of Gabon,https://ucdp.uu.se/actor/85,Government of Gabon (2009-),,Gabon is a Country/state in Africa.
18,CON_18,Bahrain,Country/State,,,,BHR,Bahrain,692.0,Asia,,,,,,126.0,Government of Bahrain,https://ucdp.uu.se/actor/126,Government of Bahrain (1999-),,Bahrain is a Country/state in Asia.
19,CON_19,United Kingdom,Country/State,,,,GBR,United Kingdom,200.0,Europe,P5,,,,,28.0,Government of United Kingdom,https://ucdp.uu.se/actor/28,Government of the United Kingdom (2010-),,United Kingdom is a Country/state in Europe. They are a permanent member of the UN Security Council.
20,CON_20,China,Country/State,,,,CHN,China,710.0,Asia,P5,,,,,135.0,Government of China,https://ucdp.uu.se/actor/135,Government of China (2012-),Government of China (2012-) | Government of China (2017-) Hong Kong Special Administrative Region | Government of China (2019-) Macau Special Administrative Region,China is a Country/state in Asia. They are a permanent member of the UN Security Council.
21,CON_21,Russia,Country/State,,,,RUS,Russia,365.0,Europe,P5,,,,,57.0,Government of Russia (Soviet Union),https://ucdp.uu.se/actor/57,Government of Russia (2000-),Government of Russia (2000-) | Government of Russia (2000-) Republic of Chechnya | Government of Russia (2000-) Republic of Ingushetia,Russia is a Country/state in Europe. They are a permanent member of the UN Security Council.
22,CON_22,Yugoslavia,Country/State,,,, ,Yugoslavia,345.0,Europe,,,,,,,,,,,Yugoslavia is a Country/state in Europe.
23,POL_23,Progress Party of Gabon,Political Party,,,PGP,GAB,Gabon,481.0,Africa,,,,,,,,,,,Progress Party of Gabon (PGP) is a Political Party based in Gabon.
24,POL_24,People’s Socialist Emancipation Movement,Political Party,,,MESP,GAB,Gabon,481.0,Africa,,,,,,,,,,,People’s Socialist Emancipation Movement (MESP) is a Political Party based in Gabon.
25,POL_25,African Forum for Reconstruction,Political Party,,,FAR,GAB,Gabon,481.0,Africa,,,,,,,,,,,African Forum for Reconstruction (FAR) is a Political Party based in Gabon.
26,POL_26,National Recovery Movement,Political Party,,,MORENA,GAB,Gabon,481.0,Africa,,,,,,,,,,,National Recovery Movement (MORENA) is a Political Party based in Gabon.
27,POL_27,Democratic & Republican Alliance,Political Party,,,ADERE,GAB,Gabon,481.0,Africa,,,,,,,,,,,Democratic & Republican Alliance (ADERE) is a Political Party based in Gabon.
28,POL_28,Independent Centre Party of Gabon,Political Party,,,PGCI,GAB,Gabon,481.0,Africa,,,,,,,,,,,Independent Centre Party of Gabon (PGCI) is a Political Party based in Gabon.
29,POL_29,Democratic Justice Congress,Political Party,,,CDJ,GAB,Gabon,481.0,Africa,,,,,,,,,,,Democratic Justice Congress (CDJ) is a Political Party based in Gabon.
30,POL_30,Democratic Party of Gabon,Political Party,,,PDG,GAB,Gabon,481.0,Africa,,,,,,,,,PDG: Gabonese Democratic Party,,Democratic Party of Gabon (PDG) is a Political Party based in Gabon.
31,POL_31,Social Democratic Party,Political Party,,,PSD,GAB,Gabon,481.0,Africa,,,,,,,,,,,Social Democratic Party (PSD) is a Political Party based in Gabon.
32,POL_32,United People’s Party,Political Party,,,PUP-CRISE,GAB,Gabon,481.0,Africa,,,,,,,,,,,United People’s Party (PUP-CRISE) is a Political Party based in Gabon.
33,POL_33,Liberal Reform Convention,Political Party,,,CLR,GAB,Gabon,481.0,Africa,,,,,,,,,,,Liberal Reform Convention (CLR) is a Political Party based in Gabon.
34,POL_34,National Assembly of Foresters,Political Party,,,RNB,GAB,Gabon,481.0,Africa,,,,,,,,,,,National Assembly of Foresters (RNB) is a Political Party based in Gabon.
35,POL_35,Gabon People’s Union,Political Party,,,UPG,GAB,Gabon,481.0,Africa,,,,,,,,,,,Gabon People’s Union (UPG) is a Political Party based in Gabon.
37,POL_37,Radical Independent Republican Party,Political Party,,,PARI,GAB,Gabon,481.0,Africa,,,,,,,,,,,Radical Independent Republican Party (PARI) is a Political Party based in Gabon.
38,POL_38,Gabon Association for Socialism,Political Party,,,APSG,GAB,Gabon,481.0,Africa,,,,,,,,,,,Gabon Association for Socialism (APSG) is a Political Party based in Gabon.
39,POL_39,Unity People’s Party,Political Party,,,PUP,GAB,Gabon,481.0,Africa,,,,,,,,,,,Unity People’s Party (PUP) is a Political Party based in Gabon.
40,POL_40,Socialist Union of Gabon,Political Party,,,USG,GAB,Gabon,481.0,Africa,,,,,,,,,,,Socialist Union of Gabon (USG) is a Political Party based in Gabon.
41,CON_41,Benin,Country/State,,,,BEN,Benin,434.0,Africa,,,,,,1209.0,Government of Benin,https://ucdp.uu.se/actor/1209,Government of Benin (2016-),Government of Benin (2006-2016) | Government of Benin (2016-),Benin is a Country/state in Africa.
42,CON_42,Congo,Country/State,,,,COG,"Congo, Republic of the",484.0,Africa,,,,,,88.0,Government of Congo,https://ucdp.uu.se/actor/88,Government of the Republic of Congo (1997-),,Congo is a Country/state in Africa.
43,IGO_43,Organization of African Unity,Intergovernmental Organization,Regional,,OAU,,,,Africa,,,1.0,,,,,,,,Organization of African Unity (OAU) is an regional intergovernmental organization based in Africa.
44,CON_44,Guinea ,Country/State,,,,GIN,Guinea,438.0,Africa,,,,,,77.0,Government of Guinea,https://ucdp.uu.se/actor/77,Government of Guinea (2021-),Government of Guinea (2010-2021) | Government of Guinea (2021-),Guinea  is a Country/state in Africa.
45,CON_45,Georgia,Country/State,,,,GEO,Georgia,372.0,Asia,,,,,,63.0,Government of Georgia,https://ucdp.uu.se/actor/63,Government of Georgia (2012-),,Georgia is a Country/state in Asia.
46,ENT_46,Abkhazia,Entity,,,,GEO,Georgia,372.0,Asia,,,,,,,,,,,Abkhazia is an entity (Georgia).
47,ENT_47,North Caucasian,Entity,,,,RUS,Russia,365.0,Europe,,,,,,,,,,,North Caucasian is an entity (Russia).
48,IGO_48,Conference on Security and Cooperation in Europe,Intergovernmental Organization,Regional,,CSCE,,,,Europe,,,1.0,,,,,,,,Conference on Security and Cooperation in Europe (CSCE) is an regional intergovernmental organization based in Europe.
49,IGO_49,United Nations (General),Intergovernmental Organization,,,UN,,,,,United Nations,1.0,,,,,,,UN: United Nations,,This actor refers to any kind of representative to the United Nations and any of its branches.
50,IGO_50,Organization for Security and Cooperation in Europe,Intergovernmental Organization,Regional,,OSCE,,,,Europe,,1.0,1.0,,,,,,,,Organization for Security and Cooperation in Europe (OSCE) is an international intergovernmental organization.
51,COA_51,Group of Friends UNSG,State Coalition,,,,,,,,,1.0,,,,,,,,,Group of Friends UNSG is an State Coalition actor.
52,CON_52,Ukraine,Country/State,,,,UKR,Ukraine,369.0,Europe,,,,,,61.0,Government of Ukraine,https://ucdp.uu.se/actor/61,Government of Ukraine (2019-),Government of Ukraine (2014-2019) | Government of Ukraine (2019-),Ukraine is a Country/state in Europe.
53,IGO_53,Commonwealth of Independent States,Intergovernmental Organization,Regional,,CIS,,,,Europe,,1.0,1.0,,,,,,,,Commonwealth of Independent States (CIS) is an international intergovernmental organization.
54,CON_54,Uzbekistan,Country/State,,,,UZB,Uzbekistan,704.0,Asia,,,,,,133.0,Government of Uzbekistan,https://ucdp.uu.se/actor/133,Government of Uzbekistan (2016-),,Uzbekistan is a Country/state in Asia.
55,CON_55,Kyrgyzstan,Country/State,,,,KGZ,Kyrgyzstan,703.0,Asia,,,,,,132.0,Government of Kyrgyzstan,https://ucdp.uu.se/actor/132,Government of Kyrgyzstan (2017-2020),,Kyrgyzstan is a Country/state in Asia.
56,CON_56,Kazakhstan,Country/State,,,,KAZ,Kazakhstan,705.0,Asia,,,,,,134.0,Government of Kazakhstan,https://ucdp.uu.se/actor/134,Government of Kazakhstan (2019-),Government of Kazakhstan (1990-2019) | Government of Kazakhstan (2019-),Kazakhstan is a Country/state in Asia.
57,CON_57,Turkmenistan,Country/State,,,,TKM,Turkmenistan,701.0,Asia,,,,,,,,,Government of Turkmenistan (2006-),,Turkmenistan is a Country/state in Asia.
58,CON_58,Belarus,Country/State,,,,BLR,Belarus,370.0,Europe,,,,,,,,,Government of Belarus (1994-),,Belarus is a Country/state in Europe.
59,CON_59,Azerbaijan,Country/State,,,,AZE,Azerbaijan,373.0,Asia,,,,,,64.0,Government of Azerbaijan,https://ucdp.uu.se/actor/64,Government of Azerbaijan (2003-),,Azerbaijan is a Country/state in Asia.
60,CON_60,Moldova,Country/State,,,,MDA,Moldova,359.0,Europe,,,,,,55.0,Government of Moldova,https://ucdp.uu.se/actor/55,Government of Moldova (2021-),Government of Moldova (2016-2019) | Government of Moldova (2019-2020) | Government of Moldova (2021-) | Government of Moldova (2016-2019) Gagauzia Regional Government | Government of Moldova (2019-) Gagauzia Regional Government | Government of Moldova (2020-2021),Moldova is a Country/state in Europe.
61,CON_61,Armenia,Country/State,,,,ARM,Armenia,371.0,Asia,,,,,,62.0,Government of Armenia,https://ucdp.uu.se/actor/62,Government of Armenia (2018-),Government of Armenia (2008-2018) | Government of Armenia (2018-),Armenia is a Country/state in Asia.
62,CON_62,Tajikistan,Country/State,,,,TJK,Tajikistan,702.0,Asia,,,,,,131.0,Government of Tajikistan,https://ucdp.uu.se/actor/131,Government of Tajikistan (1994-),,Tajikistan is a Country/state in Asia.
63,IGO_63,CIS Peacekeeping Force,Intergovernmental Organization,Regional,,CIS-PKF,,,,Europe,,,1.0,,,,,,,,CIS Peacekeeping Force (CIS-PKF) is an regional intergovernmental organization based in Europe.
64,IGO_64,United Nations Development Programme,Intergovernmental Organization,,,UNDP,,,,,United Nations,1.0,,,,,,,,,United Nations Development Programme (UNDP) is an office of the United Nations.
65,IGO_65,High Commission for Refugees,Intergovernmental Organization,,,UNHCR,,,,,United Nations,1.0,,,,,,,,,High Commission for Refugees (UNHCR) is an office of the United Nations.
66,MIL_66,Haiti Armed Forces,Military,,,,HTI,Haiti,41.0,Americas,,,,,,,,,Military Forces of Haiti (2017-),,Haiti Armed Forces refers to the military/army of Haiti.
67,CON_67,Haiti,Country/State,,,,HTI,Haiti,41.0,Americas,,,,,,6.0,Government of Haiti,https://ucdp.uu.se/actor/6,Government of Haiti (2017-),,Haiti is a Country/state in Americas.
68,IGO_68,Organization of American States,Intergovernmental Organization,Regional,,OAS,,,,Americas,,,1.0,,,,,,,,Organization of American States (OAS) is an regional intergovernmental organization based in Americas.
69,ENT_69,Assam,Entity,,,,IND,India,750.0,Asia,,,,,,,,,,,Assam is an entity (India).
70,CON_70,India,Country/State,,,,IND,India,750.0,Asia,,,,,,141.0,Government of India,https://ucdp.uu.se/actor/141,Government of India (2014-),,India is a Country/state in Asia.
71,OTH_71,BPAC,Other,,,,IND,India,750.0,Asia,,,,1.0,,,,,,,BPAC is an Other actor.
72,OTH_72,All Bodo Students Union,Civil Society,Non-governmental Organization,Youth,ABSU,IND,India,750.0,Asia,,,,1.0,,,,,,,All Bodo Students Union is a civil society representative for youth in India.
73,ARM_73,Hmar People's Convention,Armed Organization,,,HPC,IND,India,750.0,Asia,,,,,,885.0,HPC,https://ucdp.uu.se/actor/885,HPC-D: Hmar People's Convention (Democratic),,Hmar People's Convention (HPC) is an Armed Organization based in India.
74,ENT_74,Mizoram,Entity,,,,IND,India,750.0,Asia,,,,,,,,,,,Mizoram is an entity (India).
75,CON_75,Iraq,Country/State,,,,IRQ,Iraq,645.0,Asia,,,,,,116.0,Government of Iraq,https://ucdp.uu.se/actor/116,Government of Iraq (2020-),Government of Iraq (2014-2018) | Government of Iraq (2018-2020) | Government of Iraq (2020-),Iraq is a Country/state in Asia.
76,CON_76,Israel,Country/State,,,,ISR,Israel,666.0,Asia,,,,,,121.0,Government of Israel,https://ucdp.uu.se/actor/121,Government of Israel (2009-2021),,Israel is a Country/state in Asia.
77,CON_77,Syrian Arab Republic,Country/State,,,,SYR,Syria,652.0,Asia,,,,,,118.0,Government of Syria,https://ucdp.uu.se/actor/118,Government of Syria (2000-),,Syrian Arab Republic is a Country/state in Asia.
78,CON_78,Jordan,Country/State,,,,JOR,Jordan,663.0,Asia,,,,,,120.0,Government of Jordan,https://ucdp.uu.se/actor/120,Government of Jordan (1999-),,Jordan is a Country/state in Asia.
79,CON_79,Lebanon,Country/State,,,,LBN,Lebanon,660.0,Asia,,,,,,119.0,Government of Lebanon,https://ucdp.uu.se/actor/119,Government of Lebanon (2020-2021),Government of Lebanon (2016-2019) | Government of Lebanon (2019-2020) | Government of Lebanon (2020-2021),Lebanon is a Country/state in Asia.
80,ARM_80,Palestine Liberation Organization ,Armed Organization,,,PLO,PSE,Palestine,667.0,Asia,,,,,,204.0,PLO,https://ucdp.uu.se/actor/204,PLO: Palestinian Liberation Organisation,,Palestine Liberation Organization  (PLO) is an Armed Organization based in Palestine.
81,CON_81,Norway,Country/State,,,,NOR,Norway,385.0,Europe,,,,,,67.0,Government of Norway,https://ucdp.uu.se/actor/67,Government of Norway (2013-),,Norway is a Country/state in Europe.
82,CON_82,Egypt,Country/State,,,,EGY,Egypt,651.0,Africa,,,,,,117.0,Government of Egypt,https://ucdp.uu.se/actor/117,Government of Egypt (2014-),Government of Egypt (2012-2013) | Government of Egypt (2013-2014) | Government of Egypt (2014-) | Government of Egypt (1981-2011) | Government of Egypt (2011-2012),Egypt is a Country/state in Africa.
83,CON_83,Liberia,Country/State,,,,LBR,Liberia,450.0,Africa,,,,,,79.0,Government of Liberia,https://ucdp.uu.se/actor/79,Government of Liberia (2018-),Government of Liberia (2006-2018) | Government of Liberia (2018-),Liberia is a Country/state in Africa.
84,ARM_84,National Patriotic Front of Liberia,Armed Organization,,,NPFL,LBR,Liberia,450.0,Africa,,,,,,507.0,NPFL,https://ucdp.uu.se/actor/507,NPFL: National Patriotic Front Liberia,Former NPFL: National Patriotic Front Liberia,National Patriotic Front of Liberia (NPFL) is an Armed Organization based in Liberia.
85,CON_85,Togo,Country/State,,,,TGO,Togo,461.0,Africa,,,,,,82.0,Government of Togo,https://ucdp.uu.se/actor/82,Government of Togo (2005-),,Togo is a Country/state in Africa.
86,CON_86,Burkina Faso,Country/State,,,,BFA,Burkina Faso,439.0,Africa,,,,,,78.0,Government of Burkina Faso,https://ucdp.uu.se/actor/78,Government of Burkina Faso (2015-),Government of Burkina Faso (1987-2014) | Government of Burkina Faso (2014-2015) | Government of Burkina Faso (2015-),Burkina Faso is a Country/state in Africa.
87,IGO_87,African Union,Intergovernmental Organization,Regional,,AU,,,,Africa,,,1.0,,,,,,,,African Union (AU) is an regional intergovernmental organization based in Africa.
88,CON_88,Côte d’Ivoire,Country/State,,,,CIV,Côte d'Ivoire (Ivory Coast),437.0,Africa,,,,,,76.0,Government of Ivory Coast,https://ucdp.uu.se/actor/76,Government of the Ivory Coast (2011-),,Côte d’Ivoire is a Country/state in Africa.
89,IGO_89,Economic Community of West African States,Intergovernmental Organization,Regional,,ECOWAS,,,,Africa,,,1.0,,,,,,,,Economic Community of West African States (ECOWAS) is an regional intergovernmental organization based in Africa.
90,CON_90,Nigeria,Country/State,,,,NGA,Nigeria,475.0,Africa,,,,,,84.0,Government of Nigeria,https://ucdp.uu.se/actor/84,Government of Nigeria (2015-),Government of Nigeria (1999-2015) | Government of Nigeria (2015-),Nigeria is a Country/state in Africa.
91,CON_91,Guinea-Bissau,Country/State,,,,GNB,Guinea-Bissau,404.0,Africa,,,,,,70.0,Government of Guinea-Bissau,https://ucdp.uu.se/actor/70,Government of Guinea-Bissau (2014-2020),,Guinea-Bissau is a Country/state in Africa.
92,CON_92,Senegal,Country/State,,,,SEN,Senegal,433.0,Africa,,,,,,73.0,Government of Senegal,https://ucdp.uu.se/actor/73,Government of Senegal (2012-),Government of Senegal (2000-2012) | Government of Senegal (2012-),Senegal is a Country/state in Africa.
93,CON_93,Mali,Country/State,,,,MLI,Mali,432.0,Africa,,,,,,72.0,Government of Mali,https://ucdp.uu.se/actor/72,Government of Mali (2020-2021),Government of Mali (2012-2013) | Government of Mali (2013-2020) | Government of Mali (2020-2021),Mali is a Country/state in Africa.
94,CON_94,Ghana,Country/State,,,,GHA,Ghana,452.0,Africa,,,,,,81.0,Government of Ghana,https://ucdp.uu.se/actor/81,Government of Ghana (2017-),,Ghana is a Country/state in Africa.
95,NGO_95,Community of Sant' Egidio,Civil Society,Religious,,,,,,,,1.0,,,,,,,,,Community of Sant' Egidio is a religious representative.
96,NGO_96,Catholic Church,Civil Society,Religious,,,,,,,,1.0,,,,,,,,,Catholic Church is a religious representative.
97,CON_97,Mozambique,Country/State,,,,MOZ,Mozambique,541.0,Africa,,,,,,100.0,Government of Mozambique,https://ucdp.uu.se/actor/100,Government of Mozambique (1990-),,Mozambique is a Country/state in Africa.
98,ARM_98,RENAMO,Armed Organization,,,,MOZ,Mozambique,541.0,Africa,,,,,,498.0,Renamo,https://ucdp.uu.se/actor/498,RENAMO: Mozambican National Resistance,,RENAMO  is an Armed Organization based in Mozambique.
99,CON_99,Sierra Leone,Country/State,,,,SLE,Sierra Leone,451.0,Africa,,,,,,80.0,Government of Sierra Leone,https://ucdp.uu.se/actor/80,Government of Sierra Leone (2018-),Government of Sierra Leone (1998-2007) | Government of Sierra Leone (2007-2018) | Government of Sierra Leone (2018-),Sierra Leone is a Country/state in Africa.
100,ARM_100,Revolutionary United Front,Armed Organization,,,RUF,SLE,Sierra Leone,451.0,Africa,,,,,,532.0,RUF,https://ucdp.uu.se/actor/532,RUF: Revolutionary United Front,RUF: Revolutionary United Front (Makeni Faction) I-RUF: Revolutionary United Front (Superman Faction) RUF: Revolutionary United Front (Superman Faction),Revolutionary United Front (RUF) is an Armed Organization based in Sierra Leone.
101,OTH_101,GOGOA,Other,,,,ESP,Spain,230.0,Europe,,,,1.0,,,,,,,GOGOA is an Other actor.
102,NGO_102,Amnistiaren Aldeko Batzordeak,Civil Society,Non-governmental Organization,Other,,ESP,Spain,230.0,Europe,,,,1.0,,,,,,,Amnistiaren Aldeko Batzordeak is a non-governmental organisation/civil society representative based in Spain.
103,NGO_103,Senideak,Civil Society,Non-governmental Organization,Other,,ESP,Spain,230.0,Europe,,,,1.0,,,,,,,Senideak is a non-governmental organisation/civil society representative based in Spain.
104,NGO_104,Bakea Orain (Peace Now),Civil Society,Non-governmental Organization,Other,,ESP,Spain,230.0,Europe,,,,1.0,,,,,,,Bakea Orain (Peace Now) is a non-governmental organisation/civil society representative based in Spain.
105,NGO_105,Gernika Batzordea,Civil Society,Non-governmental Organization,Other,,ESP,Spain,230.0,Europe,,,,1.0,,,,,,,Gernika Batzordea is a non-governmental organisation/civil society representative based in Spain.
106,NGO_106,Egizan,Civil Society,Non-governmental Organization,Other,,ESP,Spain,230.0,Europe,,,,1.0,,,,,,,Egizan is a non-governmental organisation/civil society representative based in Spain.
107,NGO_107,Herria 2000 Eliza (aldizkaria),Civil Society,Religious,,,ESP,Spain,230.0,Europe,,,,1.0,,,,,,,Herria 2000 Eliza (aldizkaria) is a religious representative.
108,NGO_108,Hiru,Civil Society,Unions,,,ESP,Spain,230.0,Europe,,,,1.0,,,,,,,Hiru is a representative of unions in Spain.
109,NGO_109,Auto-Determinazioren Bilzarrak,Civil Society,Non-governmental Organization,Other,,ESP,Spain,230.0,Europe,,,,1.0,,,,,,,Auto-Determinazioren Bilzarrak is a non-governmental organisation/civil society representative based in Spain.
110,NGO_110,Elkarri,Civil Society,Non-governmental Organization,Other,,ESP,Spain,230.0,Europe,,,,1.0,,,,,,,Elkarri is a non-governmental organisation/civil society representative based in Spain.
111,NGO_111,Ezker Sindikalaren Konbergentzia ,Civil Society,Unions,,,ESP,Spain,230.0,Europe,,,,1.0,,,,,,,Ezker Sindikalaren Konbergentzia  is a representative of unions in Spain.
112,NGO_112,STEE-ELIAS,Civil Society,Unions,,,ESP,Spain,230.0,Europe,,,,1.0,,,,,,,STEE-ELIAS is a representative of unions in Spain.
113,NGO_113,Ezker Sindikalaren Koordinakundea-Coordinadora Unitaria de Izquierda Sindical,Civil Society,Unions,,,ESP,Spain,230.0,Europe,,,,1.0,,,,,,,Ezker Sindikalaren Koordinakundea-Coordinadora Unitaria de Izquierda Sindical is a representative of unions in Spain.
114,POL_114,National Unity,Political Party,,,AB,ESP,Spain,230.0,Europe,,,,,,,,,,,National Unity (AB) is a Political Party based in Spain.
115,POL_115,Partido Nacionalista Vasco,Political Party,,,PNV,ESP,Spain,230.0,Europe,,,,,,,,,,,Partido Nacionalista Vasco (PNV) is a Political Party based in Spain.
116,POL_116,Eusko Alkartasuna,Political Party,,,EA,ESP,Spain,230.0,Europe,,,,,,,,,,,Eusko Alkartasuna (EA) is a Political Party based in Spain.
117,POL_117,Izquierda Unida,Political Party,,,IU,ESP,Spain,230.0,Europe,,,,,,,,,,,Izquierda Unida (IU) is a Political Party based in Spain.
118,ARM_118,Herri Batasuna,Armed Organization,,,,ESP,Spain,230.0,Europe,,,,,,,,,,,Herri Batasuna  is an Armed Organization based in Spain.
119,NGO_119,Eusko Langileen Alkartasuna,Civil Society,Unions,,,ESP,Spain,230.0,Europe,,,,1.0,,,,,,,Eusko Langileen Alkartasuna is a representative of unions in Spain.
120,NGO_120,Langile Abertzaleen Batzordeak,Civil Society,Unions,,,ESP,Spain,230.0,Europe,,,,1.0,,,,,,,Langile Abertzaleen Batzordeak is a representative of unions in Spain.
121,NGO_121,Euskal Herriko Nekazarien Elkartasuna,Civil Society,Unions,,,ESP,Spain,230.0,Europe,,,,1.0,,,,,,,Euskal Herriko Nekazarien Elkartasuna is a representative of unions in Spain.
122,POL_122,BATZARRE ZUTIK (Batzarre),Political Party,,,BATZARRE ZUTIK,ESP,Spain,230.0,Europe,,,,,,,,,,,BATZARRE ZUTIK (Batzarre) (BATZARRE ZUTIK) is a Political Party based in Spain.
123,ARM_123,Rahanwein Resistance Army,Armed Organization,,,,SOM,Somalia,520.0,Africa,,,,,,,,,RRA: Rahanweyn Resistance Army,,Rahanwein Resistance Army  is an Armed Organization based in Somalia.
124,ARM_124,Somali Salvation Democratic Front,Armed Organization,,,SSDF,SOM,Somalia,520.0,Africa,,,,,,499.0,SSDF,https://ucdp.uu.se/actor/499,SSDF: Somali Salvation Democratic Front,,Somali Salvation Democratic Front (SSDF) is an Armed Organization based in Somalia.
125,UMB_125,Somali National Alliance,Umbrella,,,SNA,SOM,Somalia,520.0,Africa,,,,,,,,,,,Somali National Alliance is an Umbrella actor.
126,ARM_126,Southern Somali National Movement,Armed Organization,,,SSNM,SOM,Somalia,520.0,Africa,,,,,,,,,,,Southern Somali National Movement (SSNM) is an Armed Organization based in Somalia.
127,ARM_127,United Somali Root,Armed Organization,,,USR,SOM,Somalia,520.0,Africa,,,,,,,,,,,United Somali Root (USR) is an Armed Organization based in Somalia.
128,ARM_128,Somali Patriotic Movement,Armed Organization,,,SPM,SOM,Somalia,520.0,Africa,,,,,,501.0,SPM,https://ucdp.uu.se/actor/501,SPM: Somali Patriotic Movement,,Somali Patriotic Movement (SPM) is an Armed Organization based in Somalia.
129,ARM_129,Upper Jubba,Armed Organization,,,,SOM,Somalia,520.0,Africa,,,,,,,,,,,Upper Jubba  is an Armed Organization based in Somalia.
130,POL_130,United Somali Party,Political Party,,,,SOM,Somalia,520.0,Africa,,,,,,,,,,,United Somali Party  is a Political Party based in Somalia.
131,ARM_131,United Somali Front,Armed Organization,,,USF,SOM,Somalia,520.0,Africa,,,,,,,,,,,United Somali Front (USF) is an Armed Organization based in Somalia.
132,ARM_132,United Somali Congress,Armed Organization,,,USC,SOM,Somalia,520.0,Africa,,,,,,503.0,USC/SNA,https://ucdp.uu.se/actor/503,USC-SNA Atto: United Somali Congress-Somali National Alliance (Atto Faction),,United Somali Congress (USC) is an Armed Organization based in Somalia.
