AgtId,name,iso_code,gwno,id,entity,region.name,region_geo,central_longitude,central_latitude
655,Philippines,PHL,840,113.0,False,Asia and Pacific,Asia,120.8616,14.16486
141,Ecuador,ECU,130,46.0,False,Americas,Americas,-78.7752,-1.42884
143,Ecuador,ECU,130,46.0,False,Americas,Americas,-78.7752,-1.42884
212,Ecuador,ECU,130,46.0,False,Americas,Americas,-78.7752,-1.42884
625,Ecuador,ECU,130,46.0,False,Americas,Americas,-78.7752,-1.42884
626,Ecuador,ECU,130,46.0,False,Americas,Americas,-78.7752,-1.42884
923,Ecuador,ECU,130,46.0,False,Americas,Americas,-78.7752,-1.42884
924,Ecuador,ECU,130,46.0,False,Americas,Americas,-78.7752,-1.42884
1445,Ecuador,ECU,130,46.0,False,Americas,Americas,-78.7752,-1.42884
1444,Ecuador,ECU,130,46.0,False,Americas,Americas,-78.7752,-1.42884
185,Guinea-Bissau,GNB,404,58.0,False,Africa (excl MENA),Africa,-14.985,12.01013
471,Eritrea,ERI,531,48.0,False,Africa (excl MENA),Africa,38.86067,15.3628
384,Bosnia and Herzegovina,BIH,346,20.0,False,Europe and Eurasia,Europe,17.78525,44.16825
79,Guinea-Bissau,GNB,404,58.0,False,Africa (excl MENA),Africa,-14.985,12.01013
218,Guinea-Bissau,GNB,404,58.0,False,Africa (excl MENA),Africa,-14.985,12.01013
24,Georgia,GEO,372,55.0,False,Europe and Eurasia,Asia,45.0,42.5
1266,Ireland,IRL,205,65.0,False,Europe and Eurasia,Europe,-8.14601,53.17588
25,Georgia,GEO,372,55.0,False,Europe and Eurasia,Asia,45.0,42.5
370,Papua New Guinea,PNG,910,111.0,False,Asia and Pacific,Oceania,145.2538,-6.47559
1127,Colombia,COL,100,32.0,False,Americas,Americas,-73.0758,3.901116
1128,Colombia,COL,100,32.0,False,Americas,Americas,-73.0758,3.901116
1129,Colombia,COL,100,32.0,False,Americas,Americas,-73.0758,3.901116
189,Philippines,PHL,840,113.0,False,Asia and Pacific,Asia,120.8616,14.16486
656,Philippines,PHL,840,113.0,False,Asia and Pacific,Asia,120.8616,14.16486
1783,Georgia,GEO,372,55.0,False,Europe and Eurasia,Asia,45.0,42.5
657,Philippines,PHL,840,113.0,False,Asia and Pacific,Asia,120.8616,14.16486
953,Philippines,PHL,840,113.0,False,Asia and Pacific,Asia,120.8616,14.16486
299,Angola,AGO,540,9.0,False,Africa (excl MENA),Africa,17.54534,-12.2937
300,Angola,AGO,540,9.0,False,Africa (excl MENA),Africa,17.54534,-12.2937
301,Angola,AGO,540,9.0,False,Africa (excl MENA),Africa,17.54534,-12.2937
446,India,IND,750,62.0,False,Asia and Pacific,Asia,79.44333,23.37938
577,India,IND,750,62.0,False,Asia and Pacific,Asia,79.44333,23.37938
1291,India,IND,750,62.0,False,Asia and Pacific,Asia,79.44333,23.37938
405,Kosovo,,347,71.0,False,Europe and Eurasia,Europe,20.89157,42.58151
130,Ireland,IRL,205,65.0,False,Europe and Eurasia,Europe,-8.14601,53.17588
131,Ireland,IRL,205,65.0,False,Europe and Eurasia,Europe,-8.14601,53.17588
982,Ireland,IRL,205,65.0,False,Europe and Eurasia,Europe,-8.14601,53.17588
1813,South Sudan,SSD,626,127.0,False,Africa (excl MENA),Africa,30.34377,7.263461
121,Ireland,IRL,205,65.0,False,Europe and Eurasia,Europe,-8.14601,53.17588
1043,Democratic Republic of Congo,COD,490,42.0,False,Africa (excl MENA),Africa,23.6157,-2.86219
367,East Timor,,860,44.0,True,Asia and Pacific,Asia,125.8524,-8.82032
444,Papua New Guinea,PNG,910,111.0,False,Asia and Pacific,Oceania,145.2538,-6.47559
620,Comoros,COM,581,33.0,False,Africa (excl MENA),Africa,43.35422,-11.6626
1130,Colombia,COL,100,32.0,False,Americas,Americas,-73.0758,3.901116
1784,Georgia,GEO,372,55.0,False,Europe and Eurasia,Asia,45.0,42.5
627,Eritrea,ERI,531,48.0,False,Africa (excl MENA),Africa,38.86067,15.3628
162,Colombia,COL,100,32.0,False,Americas,Americas,-73.0758,3.901116
1811,China,CHN,710,30.0,False,Asia and Pacific,Asia,103.93,36.56735
241,Indonesia,IDN,850,63.0,False,Asia and Pacific,Asia,113.9159,-0.98982
294,East Timor,,860,44.0,True,Asia and Pacific,Asia,125.8524,-8.82032
372,East Timor,,860,44.0,True,Asia and Pacific,Asia,125.8524,-8.82032
155,Colombia,COL,100,32.0,False,Americas,Americas,-73.0758,3.901116
1131,Colombia,COL,100,32.0,False,Americas,Americas,-73.0758,3.901116
4,East Timor,,860,44.0,True,Asia and Pacific,Asia,125.8524,-8.82032
260,Sierra Leone,SLE,451,121.0,False,Africa (excl MENA),Africa,-11.792,8.558038
529,Philippines,PHL,840,113.0,False,Asia and Pacific,Asia,120.8616,14.16486
530,Philippines,PHL,840,113.0,False,Asia and Pacific,Asia,120.8616,14.16486
62,Sierra Leone,SLE,451,121.0,False,Africa (excl MENA),Africa,-11.792,8.558038
6,Kosovo,,347,71.0,False,Europe and Eurasia,Europe,20.89157,42.58151
63,Sierra Leone,SLE,451,121.0,False,Africa (excl MENA),Africa,-11.792,8.558038
457,Kosovo,,347,71.0,False,Europe and Eurasia,Europe,20.89157,42.58151
412,Georgia,GEO,372,55.0,False,Europe and Eurasia,Asia,45.0,42.5
5,Kosovo,,347,71.0,False,Europe and Eurasia,Europe,20.89157,42.58151
1148,Colombia,COL,100,32.0,False,Americas,Americas,-73.0758,3.901116
604,East Timor,,860,44.0,True,Asia and Pacific,Asia,125.8524,-8.82032
602,Kosovo,,347,71.0,False,Europe and Eurasia,Europe,20.89157,42.58151
399,Solomon Islands,SLB,940,123.0,False,Asia and Pacific,Oceania,160.1603,-9.6228
571,Papua New Guinea,PNG,910,111.0,False,Asia and Pacific,Oceania,145.2538,-6.47559
478,Sierra Leone,SLE,451,121.0,False,Africa (excl MENA),Africa,-11.792,8.558038
319,Democratic Republic of Congo,COD,490,42.0,False,Africa (excl MENA),Africa,23.6157,-2.86219
1290,Eritrea,ERI,531,48.0,False,Africa (excl MENA),Africa,38.86067,15.3628
1737,Algeria,DZA,615,8.0,False,Middle East and North Africa,Africa,2.679966,28.14411
553,Afghanistan,AFG,700,5.0,False,Europe and Eurasia,Asia,66.02471,33.83114
1738,Algeria,DZA,615,8.0,False,Middle East and North Africa,Africa,2.679966,28.14411
554,Eritrea,ERI,531,48.0,False,Africa (excl MENA),Africa,38.86067,15.3628
539,Philippines,PHL,840,113.0,False,Asia and Pacific,Asia,120.8616,14.16486
587,Israel,ISR,666,67.0,False,Middle East and North Africa,Asia,34.97922,31.97771
2529,Sudan,SDN,625,130.0,False,Africa (excl MENA),Africa,30.00919,16.05325
954,Philippines,PHL,840,113.0,False,Asia and Pacific,Asia,120.8616,14.16486
1256,Togo,TGO,461,135.0,False,Africa (excl MENA),Africa,0.974444,8.53905
1814,South Sudan,SSD,626,127.0,False,Africa (excl MENA),Africa,30.34377,7.263461
501,Israel,ISR,666,67.0,False,Middle East and North Africa,Asia,34.97922,31.97771
658,Philippines,PHL,840,113.0,False,Asia and Pacific,Asia,120.8616,14.16486
956,Philippines,PHL,840,113.0,False,Asia and Pacific,Asia,120.8616,14.16486
955,Philippines,PHL,840,113.0,False,Asia and Pacific,Asia,120.8616,14.16486
180,Colombia,COL,100,32.0,False,Americas,Americas,-73.0758,3.901116
179,Colombia,COL,100,32.0,False,Americas,Americas,-73.0758,3.901116
178,Colombia,COL,100,32.0,False,Americas,Americas,-73.0758,3.901116
1815,South Sudan,SSD,626,127.0,False,Africa (excl MENA),Africa,30.34377,7.263461
198,Republic of Congo,COG,484,35.0,False,Africa (excl MENA),Africa,15.23529,-0.82177
1704,Georgia,GEO,372,55.0,False,Europe and Eurasia,Asia,45.0,42.5
177,Colombia,COL,100,32.0,False,Americas,Americas,-73.0758,3.901116
1828,Sudan,SDN,625,130.0,False,Africa (excl MENA),Africa,30.00919,16.05325
176,Colombia,COL,100,32.0,False,Americas,Americas,-73.0758,3.901116
1042,Lesotho,LSO,570,75.0,False,Africa (excl MENA),Africa,28.24669,-29.5823
1660,Lesotho,LSO,570,75.0,False,Africa (excl MENA),Africa,28.24669,-29.5823
235,Sudan,SDN,625,130.0,False,Africa (excl MENA),Africa,30.00919,16.05325
418,Papua New Guinea,PNG,910,111.0,False,Asia and Pacific,Oceania,145.2538,-6.47559
572,Papua New Guinea,PNG,910,111.0,False,Asia and Pacific,Oceania,145.2538,-6.47559
1967,South Sudan,SSD,626,127.0,False,Africa (excl MENA),Africa,30.34377,7.263461
957,Philippines,PHL,840,113.0,False,Asia and Pacific,Asia,120.8616,14.16486
958,Philippines,PHL,840,113.0,False,Asia and Pacific,Asia,120.8616,14.16486
165,Colombia,COL,100,32.0,False,Americas,Americas,-73.0758,3.901116
1132,Colombia,COL,100,32.0,False,Americas,Americas,-73.0758,3.901116
201,Republic of Congo,COG,484,35.0,False,Africa (excl MENA),Africa,15.23529,-0.82177
1658,Spain,ESP,230,128.0,False,Europe and Eurasia,Europe,-3.64606,40.22795
659,Philippines,PHL,840,113.0,False,Asia and Pacific,Asia,120.8616,14.16486
1803,Georgia,GEO,372,55.0,False,Europe and Eurasia,Asia,45.0,42.5
959,Philippines,PHL,840,113.0,False,Asia and Pacific,Asia,120.8616,14.16486
2658,Sudan,SDN,625,130.0,False,Africa (excl MENA),Africa,30.00919,16.05325
114,Indonesia,IDN,850,63.0,False,Asia and Pacific,Asia,113.9159,-0.98982
1133,Colombia,COL,100,32.0,False,Americas,Americas,-73.0758,3.901116
1510,Georgia,GEO,372,55.0,False,Europe and Eurasia,Asia,45.0,42.5
197,Djibouti,DJI,522,43.0,False,Africa (excl MENA),Africa,42.58018,11.73376
961,Philippines,PHL,840,113.0,False,Asia and Pacific,Asia,120.8616,14.16486
183,Colombia,COL,100,32.0,False,Americas,Americas,-73.0758,3.901116
161,Colombia,COL,100,32.0,False,Americas,Americas,-73.0758,3.901116
962,Philippines,PHL,840,113.0,False,Asia and Pacific,Asia,120.8616,14.16486
160,Colombia,COL,100,32.0,False,Americas,Americas,-73.0758,3.901116
963,Philippines,PHL,840,113.0,False,Asia and Pacific,Asia,120.8616,14.16486
964,Philippines,PHL,840,113.0,False,Asia and Pacific,Asia,120.8616,14.16486
274,Philippines,PHL,840,113.0,False,Asia and Pacific,Asia,120.8616,14.16486
965,Philippines,PHL,840,113.0,False,Asia and Pacific,Asia,120.8616,14.16486
1134,Colombia,COL,100,32.0,False,Americas,Americas,-73.0758,3.901116
1135,Colombia,COL,100,32.0,False,Americas,Americas,-73.0758,3.901116
438,Papua New Guinea,PNG,910,111.0,False,Asia and Pacific,Oceania,145.2538,-6.47559
1047,India,IND,750,62.0,False,Asia and Pacific,Asia,79.44333,23.37938
2523,South Sudan,SSD,626,127.0,False,Africa (excl MENA),Africa,30.34377,7.263461
966,Philippines,PHL,840,113.0,False,Asia and Pacific,Asia,120.8616,14.16486
1268,Ireland,IRL,205,65.0,False,Europe and Eurasia,Europe,-8.14601,53.17588
1682,Somalia,SOM,520,124.0,False,Africa (excl MENA),Africa,46.20311,4.404616
1267,Ireland,IRL,205,65.0,False,Europe and Eurasia,Europe,-8.14601,53.17588
1269,Ireland,IRL,205,65.0,False,Europe and Eurasia,Europe,-8.14601,53.17588
1270,Ireland,IRL,205,65.0,False,Europe and Eurasia,Europe,-8.14601,53.17588
113,Indonesia,IDN,850,63.0,False,Asia and Pacific,Asia,113.9159,-0.98982
1816,South Sudan,SSD,626,127.0,False,Africa (excl MENA),Africa,30.34377,7.263461
967,Philippines,PHL,840,113.0,False,Asia and Pacific,Asia,120.8616,14.16486
386,Papua New Guinea,PNG,910,111.0,False,Asia and Pacific,Oceania,145.2538,-6.47559
408,Saudi Arabia,SAU,670,117.0,False,Middle East and North Africa,Asia,44.54883,24.12137
541,North Korea,PRK,731,103.0,False,Asia and Pacific,Asia,127.1697,40.14183
968,Philippines,PHL,840,113.0,False,Asia and Pacific,Asia,120.8616,14.16486
261,Eritrea,ERI,531,48.0,False,Africa (excl MENA),Africa,38.86067,15.3628
112,Indonesia,IDN,850,63.0,False,Asia and Pacific,Asia,113.9159,-0.98982
1139,Colombia,COL,100,32.0,False,Americas,Americas,-73.0758,3.901116
1136,Colombia,COL,100,32.0,False,Americas,Americas,-73.0758,3.901116
1773,Georgia,GEO,372,55.0,False,Europe and Eurasia,Asia,45.0,42.5
1795,Georgia,GEO,372,55.0,False,Europe and Eurasia,Asia,45.0,42.5
1794,Georgia,GEO,372,55.0,False,Europe and Eurasia,Asia,45.0,42.5
172,Colombia,COL,100,32.0,False,Americas,Americas,-73.0758,3.901116
1514,Israel,ISR,666,67.0,False,Middle East and North Africa,Asia,34.97922,31.97771
1007,Sri Lanka,LKA,780,129.0,False,Asia and Pacific,Asia,80.69863,7.617678
1137,Colombia,COL,100,32.0,False,Americas,Americas,-73.0758,3.901116
111,Indonesia,IDN,850,63.0,False,Asia and Pacific,Asia,113.9159,-0.98982
619,Comoros,COM,581,33.0,False,Africa (excl MENA),Africa,43.35422,-11.6626
306,Burundi,BDI,516,22.0,False,Africa (excl MENA),Africa,29.92644,-3.3223
110,Indonesia,IDN,850,63.0,False,Asia and Pacific,Asia,113.9159,-0.98982
80,Solomon Islands,SLB,940,123.0,False,Asia and Pacific,Oceania,160.1603,-9.6228
174,Colombia,COL,100,32.0,False,Americas,Americas,-73.0758,3.901116
1149,Colombia,COL,100,32.0,False,Americas,Americas,-73.0758,3.901116
320,Sierra Leone,SLE,451,121.0,False,Africa (excl MENA),Africa,-11.792,8.558038
1694,Georgia,GEO,372,55.0,False,Europe and Eurasia,Asia,45.0,42.5
1126,Colombia,COL,100,32.0,False,Americas,Americas,-73.0758,3.901116
1051,Philippines,PHL,840,113.0,False,Asia and Pacific,Asia,120.8616,14.16486
221,Eritrea,ERI,531,48.0,False,Africa (excl MENA),Africa,38.86067,15.3628
1695,Georgia,GEO,372,55.0,False,Europe and Eurasia,Asia,45.0,42.5
1146,Colombia,COL,100,32.0,False,Americas,Americas,-73.0758,3.901116
1543,Colombia,COL,100,32.0,False,Americas,Americas,-73.0758,3.901116
109,Indonesia,IDN,850,63.0,False,Asia and Pacific,Asia,113.9159,-0.98982
1785,Georgia,GEO,372,55.0,False,Europe and Eurasia,Asia,45.0,42.5
225,Papua New Guinea,PNG,910,111.0,False,Asia and Pacific,Oceania,145.2538,-6.47559
184,Colombia,COL,100,32.0,False,Americas,Americas,-73.0758,3.901116
1431,Serbia,SRB,345,50.0,False,Europe and Eurasia,Europe,20.80455,44.02936
1663,Solomon Islands,SLB,940,123.0,False,Asia and Pacific,Oceania,160.1603,-9.6228
145,Colombia,COL,100,32.0,False,Americas,Americas,-73.0758,3.901116
108,Indonesia,IDN,850,63.0,False,Asia and Pacific,Asia,113.9159,-0.98982
1196,Indonesia,IDN,850,63.0,False,Asia and Pacific,Asia,113.9159,-0.98982
1437,Bahrain,BHR,692,161.0,False,Middle East and North Africa,Asia,50.56443,26.05186
107,Indonesia,IDN,850,63.0,False,Asia and Pacific,Asia,113.9159,-0.98982
1138,Colombia,COL,100,32.0,False,Americas,Americas,-73.0758,3.901116
621,Comoros,COM,581,33.0,False,Africa (excl MENA),Africa,43.35422,-11.6626
106,Indonesia,IDN,850,63.0,False,Asia and Pacific,Asia,113.9159,-0.98982
105,Indonesia,IDN,850,63.0,False,Asia and Pacific,Asia,113.9159,-0.98982
934,Philippines,PHL,840,113.0,False,Asia and Pacific,Asia,120.8616,14.16486
1140,Colombia,COL,100,32.0,False,Americas,Americas,-73.0758,3.901116
1428,Serbia,SRB,345,50.0,False,Europe and Eurasia,Europe,20.80455,44.02936
609,Georgia,GEO,372,55.0,False,Europe and Eurasia,Asia,45.0,42.5
104,Indonesia,IDN,850,63.0,False,Asia and Pacific,Asia,113.9159,-0.98982
282,Philippines,PHL,840,113.0,False,Asia and Pacific,Asia,120.8616,14.16486
103,Indonesia,IDN,850,63.0,False,Asia and Pacific,Asia,113.9159,-0.98982
1141,Colombia,COL,100,32.0,False,Americas,Americas,-73.0758,3.901116
1774,Georgia,GEO,372,55.0,False,Europe and Eurasia,Asia,45.0,42.5
1696,Georgia,GEO,372,55.0,False,Europe and Eurasia,Asia,45.0,42.5
935,Philippines,PHL,840,113.0,False,Asia and Pacific,Asia,120.8616,14.16486
586,Papua New Guinea,PNG,910,111.0,False,Asia and Pacific,Oceania,145.2538,-6.47559
356,Democratic Republic of Congo,COD,490,42.0,False,Africa (excl MENA),Africa,23.6157,-2.86219
528,Papua New Guinea,PNG,910,111.0,False,Asia and Pacific,Oceania,145.2538,-6.47559
1142,Colombia,COL,100,32.0,False,Americas,Americas,-73.0758,3.901116
1775,Georgia,GEO,372,55.0,False,Europe and Eurasia,Asia,45.0,42.5
624,Djibouti,DJI,522,43.0,False,Africa (excl MENA),Africa,42.58018,11.73376
1050,Sierra Leone,SLE,451,121.0,False,Africa (excl MENA),Africa,-11.792,8.558038
1430,Serbia,SRB,345,50.0,False,Europe and Eurasia,Europe,20.80455,44.02936
2553,India,IND,750,62.0,False,Asia and Pacific,Asia,79.44333,23.37938
170,Colombia,COL,100,32.0,False,Americas,Americas,-73.0758,3.901116
1049,India,IND,750,62.0,False,Asia and Pacific,Asia,79.44333,23.37938
269,Philippines,PHL,840,113.0,False,Asia and Pacific,Asia,120.8616,14.16486
2652,South Sudan,SSD,626,127.0,False,Africa (excl MENA),Africa,30.34377,7.263461
102,Indonesia,IDN,850,63.0,False,Asia and Pacific,Asia,113.9159,-0.98982
1735,China,CHN,710,30.0,False,Asia and Pacific,Asia,103.93,36.56735
1150,Colombia,COL,100,32.0,False,Americas,Americas,-73.0758,3.901116
125,Ireland,IRL,205,65.0,False,Europe and Eurasia,Europe,-8.14601,53.17588
396,Philippines,PHL,840,113.0,False,Asia and Pacific,Asia,120.8616,14.16486
402,Philippines,PHL,840,113.0,False,Asia and Pacific,Asia,120.8616,14.16486
381,Macedonia,MKD,343,78.0,False,Europe and Eurasia,Europe,21.71545,41.61052
1776,Georgia,GEO,372,55.0,False,Europe and Eurasia,Asia,45.0,42.5
213,Democratic Republic of Congo,COD,490,42.0,False,Africa (excl MENA),Africa,23.6157,-2.86219
312,Papua New Guinea,PNG,910,111.0,False,Asia and Pacific,Oceania,145.2538,-6.47559
1715,Comoros,COM,581,33.0,False,Africa (excl MENA),Africa,43.35422,-11.6626
1902,Papua New Guinea,PNG,910,111.0,False,Asia and Pacific,Oceania,145.2538,-6.47559
154,Colombia,COL,100,32.0,False,Americas,Americas,-73.0758,3.901116
2521,South Sudan,SSD,626,127.0,False,Africa (excl MENA),Africa,30.34377,7.263461
970,Philippines,PHL,840,113.0,False,Asia and Pacific,Asia,120.8616,14.16486
1425,Burundi,BDI,516,22.0,False,Africa (excl MENA),Africa,29.92644,-3.3223
1048,Rwanda,RWA,517,116.0,False,Africa (excl MENA),Africa,29.95631,-1.99839
159,Colombia,COL,100,32.0,False,Americas,Americas,-73.0758,3.901116
272,Afghanistan,AFG,700,5.0,False,Europe and Eurasia,Asia,66.02471,33.83114
1151,Colombia,COL,100,32.0,False,Americas,Americas,-73.0758,3.901116
442,Indonesia,IDN,850,63.0,False,Asia and Pacific,Asia,113.9159,-0.98982
1334,Comoros,COM,581,33.0,False,Africa (excl MENA),Africa,43.35422,-11.6626
2647,South Sudan,SSD,626,127.0,False,Africa (excl MENA),Africa,30.34377,7.263461
910,Chad,TCD,483,27.0,False,Africa (excl MENA),Africa,18.67417,15.37626
1777,Georgia,GEO,372,55.0,False,Europe and Eurasia,Asia,45.0,42.5
470,South Sudan,SSD,626,127.0,False,Africa (excl MENA),Africa,30.34377,7.263461
157,Colombia,COL,100,32.0,False,Americas,Americas,-73.0758,3.901116
908,Afghanistan,AFG,700,5.0,False,Europe and Eurasia,Asia,66.02471,33.83114
1144,Colombia,COL,100,32.0,False,Americas,Americas,-73.0758,3.901116
2522,South Sudan,SSD,626,127.0,False,Africa (excl MENA),Africa,30.34377,7.263461
101,Indonesia,IDN,850,63.0,False,Asia and Pacific,Asia,113.9159,-0.98982
153,Colombia,COL,100,32.0,False,Americas,Americas,-73.0758,3.901116
1778,Georgia,GEO,372,55.0,False,Europe and Eurasia,Asia,45.0,42.5
579,Indonesia,IDN,850,63.0,False,Asia and Pacific,Asia,113.9159,-0.98982
248,Sri Lanka,LKA,780,129.0,False,Asia and Pacific,Asia,80.69863,7.617678
2657,South Sudan,SSD,626,127.0,False,Africa (excl MENA),Africa,30.34377,7.263461
305,Angola,AGO,540,9.0,False,Africa (excl MENA),Africa,17.54534,-12.2937
548,Sri Lanka,LKA,780,129.0,False,Asia and Pacific,Asia,80.69863,7.617678
1779,Georgia,GEO,372,55.0,False,Europe and Eurasia,Asia,45.0,42.5
913,South Sudan,SSD,626,127.0,False,Africa (excl MENA),Africa,30.34377,7.263461
1664,Sudan,SDN,625,130.0,False,Africa (excl MENA),Africa,30.00919,16.05325
978,Angola,AGO,540,9.0,False,Africa (excl MENA),Africa,17.54534,-12.2937
1011,Sri Lanka,LKA,780,129.0,False,Asia and Pacific,Asia,80.69863,7.617678
2048,Madagascar,MDG,580,79.0,False,Africa (excl MENA),Africa,46.69788,-19.3769
623,Democratic Republic of Congo,COD,490,42.0,False,Africa (excl MENA),Africa,23.6157,-2.86219
190,Philippines,PHL,840,113.0,False,Asia and Pacific,Asia,120.8616,14.16486
401,Philippines,PHL,840,113.0,False,Asia and Pacific,Asia,120.8616,14.16486
100,Indonesia,IDN,850,63.0,False,Asia and Pacific,Asia,113.9159,-0.98982
2049,Madagascar,MDG,580,79.0,False,Africa (excl MENA),Africa,46.69788,-19.3769
1719,Uganda,UGA,500,141.0,False,Africa (excl MENA),Africa,32.33571,1.513806
1832,India,IND,750,62.0,False,Asia and Pacific,Asia,79.44333,23.37938
440,South Sudan,SSD,626,127.0,False,Africa (excl MENA),Africa,30.34377,7.263461
2650,South Sudan,SSD,626,127.0,False,Africa (excl MENA),Africa,30.34377,7.263461
477,Democratic Republic of Congo,COD,490,42.0,False,Africa (excl MENA),Africa,23.6157,-2.86219
1194,Democratic Republic of Congo,COD,490,42.0,False,Africa (excl MENA),Africa,23.6157,-2.86219
1241,Philippines,PHL,840,113.0,False,Asia and Pacific,Asia,120.8616,14.16486
1817,South Sudan,SSD,626,127.0,False,Africa (excl MENA),Africa,30.34377,7.263461
236,Democratic Republic of Congo,COD,490,42.0,False,Africa (excl MENA),Africa,23.6157,-2.86219
1163,Sri Lanka,LKA,780,129.0,False,Asia and Pacific,Asia,80.69863,7.617678
2536,South Sudan,SSD,626,127.0,False,Africa (excl MENA),Africa,30.34377,7.263461
1833,India,IND,750,62.0,False,Asia and Pacific,Asia,79.44333,23.37938
540,Cote d'Ivoire,CIV,437,37.0,False,Africa (excl MENA),Africa,-5.55473,7.629183
1052,Philippines,PHL,840,113.0,False,Asia and Pacific,Asia,120.8616,14.16486
453,South Sudan,SSD,626,127.0,False,Africa (excl MENA),Africa,30.34377,7.263461
199,Cote d'Ivoire,CIV,437,37.0,False,Africa (excl MENA),Africa,-5.55473,7.629183
359,Somalia,SOM,520,124.0,False,Africa (excl MENA),Africa,46.20311,4.404616
1697,Georgia,GEO,372,55.0,False,Europe and Eurasia,Asia,45.0,42.5
2528,South Sudan,SSD,626,127.0,False,Africa (excl MENA),Africa,30.34377,7.263461
208,Cote d'Ivoire,CIV,437,37.0,False,Africa (excl MENA),Africa,-5.55473,7.629183
1158,Sri Lanka,LKA,780,129.0,False,Asia and Pacific,Asia,80.69863,7.617678
1159,Sri Lanka,LKA,780,129.0,False,Asia and Pacific,Asia,80.69863,7.617678
1013,Cameroon,CMR,471,24.0,False,Africa (excl MENA),Africa,12.73861,5.673797
451,South Sudan,SSD,626,127.0,False,Africa (excl MENA),Africa,30.34377,7.263461
1155,Sri Lanka,LKA,780,129.0,False,Asia and Pacific,Asia,80.69863,7.617678
321,Burundi,BDI,516,22.0,False,Africa (excl MENA),Africa,29.92644,-3.3223
1160,Sri Lanka,LKA,780,129.0,False,Asia and Pacific,Asia,80.69863,7.617678
325,Indonesia,IDN,850,63.0,False,Asia and Pacific,Asia,113.9159,-0.98982
394,Democratic Republic of Congo,COD,490,42.0,False,Africa (excl MENA),Africa,23.6157,-2.86219
1689,Indonesia,IDN,850,63.0,False,Asia and Pacific,Asia,113.9159,-0.98982
909,Afghanistan,AFG,700,5.0,False,Europe and Eurasia,Asia,66.02471,33.83114
649,Uganda,UGA,500,141.0,False,Africa (excl MENA),Africa,32.33571,1.513806
1161,Sri Lanka,LKA,780,129.0,False,Asia and Pacific,Asia,80.69863,7.617678
1053,Cote d'Ivoire,CIV,437,37.0,False,Africa (excl MENA),Africa,-5.55473,7.629183
436,Cote d'Ivoire,CIV,437,37.0,False,Africa (excl MENA),Africa,-5.55473,7.629183
1834,India,IND,750,62.0,False,Asia and Pacific,Asia,79.44333,23.37938
1904,Burundi,BDI,516,22.0,False,Africa (excl MENA),Africa,29.92644,-3.3223
473,Cote d'Ivoire,CIV,437,37.0,False,Africa (excl MENA),Africa,-5.55473,7.629183
1304,Burundi,BDI,516,22.0,False,Africa (excl MENA),Africa,29.92644,-3.3223
461,South Sudan,SSD,626,127.0,False,Africa (excl MENA),Africa,30.34377,7.263461
1273,Sri Lanka,LKA,780,129.0,False,Asia and Pacific,Asia,80.69863,7.617678
1274,Sri Lanka,LKA,780,129.0,False,Asia and Pacific,Asia,80.69863,7.617678
1162,Sri Lanka,LKA,780,129.0,False,Asia and Pacific,Asia,80.69863,7.617678
1275,Sri Lanka,LKA,780,129.0,False,Asia and Pacific,Asia,80.69863,7.617678
1280,Sri Lanka,LKA,780,129.0,False,Asia and Pacific,Asia,80.69863,7.617678
1193,Democratic Republic of Congo,COD,490,42.0,False,Africa (excl MENA),Africa,23.6157,-2.86219
1236,Democratic Republic of Congo,COD,490,42.0,False,Africa (excl MENA),Africa,23.6157,-2.86219
652,India,IND,750,62.0,False,Asia and Pacific,Asia,79.44333,23.37938
1276,Sri Lanka,LKA,780,129.0,False,Asia and Pacific,Asia,80.69863,7.617678
455,Democratic Republic of Congo,COD,490,42.0,False,Africa (excl MENA),Africa,23.6157,-2.86219
1277,Sri Lanka,LKA,780,129.0,False,Asia and Pacific,Asia,80.69863,7.617678
195,Cote d'Ivoire,CIV,437,37.0,False,Africa (excl MENA),Africa,-5.55473,7.629183
1046,Republic of Congo,COG,484,35.0,False,Africa (excl MENA),Africa,15.23529,-0.82177
1278,Sri Lanka,LKA,780,129.0,False,Asia and Pacific,Asia,80.69863,7.617678
191,Philippines,PHL,840,113.0,False,Asia and Pacific,Asia,120.8616,14.16486
132,Ireland,IRL,205,65.0,False,Europe and Eurasia,Europe,-8.14601,53.17588
134,Ireland,IRL,205,65.0,False,Europe and Eurasia,Europe,-8.14601,53.17588
1303,Democratic Republic of Congo,COD,490,42.0,False,Africa (excl MENA),Africa,23.6157,-2.86219
404,Democratic Republic of Congo,COD,490,42.0,False,Africa (excl MENA),Africa,23.6157,-2.86219
192,Israel,ISR,666,67.0,False,Middle East and North Africa,Asia,34.97922,31.97771
135,Ireland,IRL,205,65.0,False,Europe and Eurasia,Europe,-8.14601,53.17588
200,Cote d'Ivoire,CIV,437,37.0,False,Africa (excl MENA),Africa,-5.55473,7.629183
233,South Sudan,SSD,626,127.0,False,Africa (excl MENA),Africa,30.34377,7.263461
2532,South Sudan,SSD,626,127.0,False,Africa (excl MENA),Africa,30.34377,7.263461
1009,Sri Lanka,LKA,780,129.0,False,Asia and Pacific,Asia,80.69863,7.617678
2531,South Sudan,SSD,626,127.0,False,Africa (excl MENA),Africa,30.34377,7.263461
1154,Sri Lanka,LKA,780,129.0,False,Asia and Pacific,Asia,80.69863,7.617678
